Gene Symbol,Deletion,Diploid,Gain
CYP4B1,36.2,60.86,2.94
CYP4Z2P,36.2,60.86,2.94
CYP4A11,36.2,60.86,2.94
CYP4X1,36.2,60.86,2.94
CYP4Z1,36.2,61.06,2.74
CYP4A22,36.2,61.06,2.74
PDZK1IP1,36.2,61.06,2.74
TAL1,36.2,61.06,2.74
STIL,36.2,61.06,2.74
CMPK1,36.2,61.06,2.74
FOXE3,36.2,61.06,2.74
MGC12982,36.4,60.86,2.74
FOXD2,36.4,60.86,2.74
LOC388630,36.4,60.86,2.74
SKINTL,36.59,60.67,2.74
SLC5A9,36.59,60.67,2.74
SPATA6,36.79,60.47,2.74
AGBL4,37.19,60.08,2.74
BEND5,36.79,60.47,2.74
ELAVL4,36.79,60.47,2.74
DMRTA2,36.79,60.47,2.74
FAF1,37.77,59.69,2.54
CDKN2C,37.96,59.69,2.35
C1orf185,36.98,60.27,2.74
RNF11,36.59,60.67,2.74
TTC39A,36.59,60.67,2.74
EPS15,36.59,60.67,2.74
OSBPL9,36.59,60.67,2.74
NRD1,36.59,60.67,2.74
MIR761,36.4,60.86,2.74
hsa-mir-761,36.4,60.86,2.74
RAB3B,36.4,60.86,2.74
TXNDC12,36.2,61.06,2.74
KTI12,36.2,61.06,2.74
BTF3L4,36.2,61.06,2.74
ZFYVE9,36.2,61.06,2.74
CC2D1B,36.2,61.06,2.74
ORC1,36.2,61.06,2.74
PRPF38A,36.2,61.06,2.74
ZCCHC11,36.2,61.06,2.74
GPX7,36.2,61.06,2.74
FAM159A,36.2,61.06,2.74
SELRC1,36.2,61.06,2.74
ZYG11B,36.2,61.06,2.74
ZYG11A,36.2,61.06,2.74
ECHDC2,36.2,61.06,2.74
SCP2,36.2,61.06,2.74
PODN,36.01,61.25,2.74
SLC1A7,36.01,61.25,2.74
CPT2,36.01,61.25,2.74
C1orf123,36.01,61.25,2.74
MAGOH,36.01,61.25,2.74
LOC100507564,36.01,61.25,2.74
LRP8,36.01,61.25,2.74
FLJ40434,36.01,61.25,2.74
DMRTB1,36.01,61.25,2.74
GLIS1,36.01,61.25,2.74
TMEM48,36.01,61.25,2.74
YIPF1,36.01,61.25,2.74
DIO1,36.01,61.25,2.74
HSPB11,36.01,61.25,2.74
LRRC42,35.81,61.45,2.74
LDLRAD1,35.81,61.45,2.74
TMEM59,35.81,61.45,2.74
TCEANC2,35.81,61.45,2.74
MIR4781,35.81,61.45,2.74
CDCP2,35.81,61.45,2.74
CYB5RL,35.81,61.45,2.74
MRPL37,35.81,61.25,2.94
SSBP3,35.81,61.25,2.94
ACOT11,35.81,61.45,2.74
FAM151A,35.81,61.45,2.74
HEATR8-TTC4,35.81,61.45,2.74
HEATR8,35.81,61.45,2.74
TTC4,35.81,61.45,2.74
PARS2,35.81,61.45,2.74
TTC22,35.81,61.45,2.74
C1orf177,35.81,61.45,2.74
DHCR24,35.81,61.45,2.74
TMEM61,35.81,61.45,2.74
BSND,35.81,61.45,2.74
PCSK9,35.81,61.45,2.74
USP24,35.81,61.25,2.94
LOC100507634,35.81,61.25,2.94
MIR4422,35.81,61.25,2.94
PPAP2B,35.81,61.25,2.94
PRKAA2,36.01,61.06,2.94
C1orf168,36.01,61.25,2.74
C8A,36.01,61.25,2.74
C8B,36.01,61.25,2.74
DAB1,36.21,61.25,2.54
OMA1,36.01,61.25,2.74
TACSTD2,36.01,61.25,2.74
MYSM1,36.01,61.25,2.74
JUN,36.01,61.25,2.74
LOC100131060,36.01,61.25,2.74
HSD52,36.01,61.25,2.74
FGGY,36.01,61.25,2.74
MIR4711,36.01,61.25,2.74
HOOK1,36.01,61.25,2.74
CYP2J2,36.01,61.25,2.74
C1orf87,36.01,61.25,2.74
NFIA,36.2,61.06,2.74
TM2D1,36.01,61.25,2.74
INADL,36.01,61.25,2.74
hsa-mir-3116-1,36.01,61.25,2.74
hsa-mir-3116-2,36.01,61.25,2.74
L1TD1,36.01,61.25,2.74
KANK4,36.01,61.25,2.74
USP1,36.01,61.25,2.74
DOCK7,36.01,61.25,2.74
ANGPTL3,36.01,61.25,2.74
ATG4C,36.01,61.25,2.74
LINC00466,36.01,61.25,2.74
FOXD3,36.01,61.25,2.74
ALG6,36.01,61.25,2.74
ITGB3BP,36.01,61.25,2.74
EFCAB7,36.01,61.25,2.74
DLEU2L,36.01,61.25,2.74
PGM1,36.01,61.25,2.74
ROR1,36.01,61.25,2.74
UBE2U,36.01,61.25,2.74
CACHD1,36.01,61.25,2.74
MIR4794,36.01,61.25,2.74
RAVER2,35.81,61.45,2.74
JAK1,35.81,61.45,2.74
MIR101-1,35.81,61.45,2.74
MIR3671,35.81,61.45,2.74
hsa-mir-101-1,35.81,61.45,2.74
AK4,35.81,61.45,2.74
DNAJC6,35.81,61.45,2.74
LEPROT,35.81,61.45,2.74
LEPR,35.81,61.45,2.74
PDE4B,36.01,61.06,2.94
SGIP1,36.01,61.06,2.94
MIR3117,36.01,61.25,2.74
hsa-mir-3117,36.01,61.25,2.74
TCTEX1D1,35.81,61.25,2.94
INSL5,35.81,61.25,2.94
WDR78,35.81,61.25,2.94
MIER1,36.01,61.06,2.94
SLC35D1,36.01,61.06,2.94
C1orf141,36.01,61.06,2.94
IL23R,35.81,61.25,2.94
IL12RB2,35.81,61.45,2.74
SERBP1,35.81,61.45,2.74
GADD45A,36.01,61.25,2.74
GNG12,36.01,61.06,2.94
LOC100289178,36.01,61.06,2.94
DIRAS3,36.01,61.06,2.94
WLS,36.01,61.06,2.94
MIR1262,36.01,61.06,2.94
hsa-mir-1262,36.01,61.06,2.94
RPE65,36.01,61.25,2.74
DEPDC1,36.01,61.25,2.74
LRRC7,35.81,61.45,2.74
PIN1P1,35.62,61.64,2.74
LRRC40,35.62,61.64,2.74
SRSF11,35.62,61.64,2.74
ANKRD13C,35.62,61.64,2.74
HHLA3,35.62,61.64,2.74
CTH,35.62,61.64,2.74
PTGER3,35.81,61.45,2.74
ZRANB2-AS1,35.81,61.45,2.74
MIR186,35.81,61.45,2.74
ZRANB2,35.81,61.45,2.74
hsa-mir-186,35.81,61.45,2.74
ZRANB2-AS2,36.01,61.25,2.74
NEGR1,36.2,60.86,2.94
NEGR1-IT1,35.81,61.45,2.74
LRRIQ3,36.2,61.06,2.74
FPGT-TNNI3K,36.2,61.06,2.74
FPGT,36.2,61.06,2.74
TNNI3K,36.2,61.06,2.74
C1orf173,36.2,61.06,2.74
CRYZ,36.01,61.25,2.74
TYW3,36.01,61.25,2.74
LHX8,36.01,61.25,2.74
SLC44A5,36.21,60.67,3.14
ACADM,36.21,60.86,2.94
RABGGTB,36.21,60.86,2.94
SNORD45A,36.21,60.86,2.94
SNORD45B,36.21,60.86,2.94
SNORD45C,36.21,60.86,2.94
MSH4,36.21,60.86,2.94
ASB17,36.21,60.86,2.94
ST6GALNAC3,36.21,60.86,2.94
ST6GALNAC5,36.21,60.86,2.94
PIGK,36.21,60.86,2.94
AK5,36.21,60.86,2.94
ZZZ3,36.01,61.06,2.94
USP33,36.01,61.06,2.94
FAM73A,36.01,61.06,2.94
NEXN,36.01,61.06,2.94
FUBP1,36.01,61.06,2.94
DNAJB4,36.01,61.06,2.94
GIPC2,36.01,61.06,2.94
MGC27382,36.01,61.06,2.94
PTGFR,36.01,61.06,2.94
IFI44L,36.01,61.06,2.94
IFI44,36.01,61.06,2.94
ELTD1,36.01,61.06,2.94
LPHN2,36.01,60.86,3.14
TTLL7,36.01,60.67,3.33
PRKACB,36.01,60.67,3.33
SAMD13,36.01,60.67,3.33
UOX,36.01,60.67,3.33
DNASE2B,36.01,60.67,3.33
RPF1,36.01,60.67,3.33
GNG5,36.01,60.67,3.33
CTBS,36.01,60.67,3.33
C1orf180,36.01,60.67,3.33
SSX2IP,36.01,60.67,3.33
LPAR3,36.01,60.67,3.33
MCOLN2,36.01,60.67,3.33
MCOLN3,36.01,60.67,3.33
WDR63,36.01,60.67,3.33
MIR4423,35.81,60.86,3.33
SYDE2,35.81,60.86,3.33
C1orf52,35.81,60.86,3.33
BCL10,35.81,60.86,3.33
LOC646626,35.81,60.86,3.33
DDAH1,35.81,60.86,3.33
CYR61,35.81,60.86,3.33
ZNHIT6,35.81,60.86,3.33
COL24A1,35.81,60.86,3.33
ODF2L,35.81,60.86,3.33
CLCA2,35.81,60.86,3.33
CLCA1,35.81,60.86,3.33
CLCA4,35.81,60.86,3.33
CLCA3P,35.81,60.86,3.33
SH3GLB1,35.81,60.86,3.33
SEP15,35.81,60.86,3.33
HS2ST1,35.81,60.86,3.33
LOC339524,35.81,60.86,3.33
LMO4,35.81,60.86,3.33
LOC100505768,35.81,60.86,3.33
PKN2,35.81,60.86,3.33
GTF2B,35.81,60.86,3.33
CCBL2,35.81,60.67,3.53
RBMXL1,35.81,60.67,3.53
GBP3,35.81,60.67,3.53
GBP1,35.81,60.67,3.53
GBP2,35.81,60.67,3.53
GBP7,35.81,60.67,3.53
GBP4,35.81,60.67,3.53
GBP5,35.81,60.67,3.53
GBP6,35.81,60.67,3.53
GBP1P1,35.81,60.67,3.53
LRRC8B,35.81,60.67,3.53
FLJ27354,35.81,60.67,3.53
LRRC8C,35.81,60.67,3.53
LRRC8D,35.81,60.67,3.53
GEMIN8P4,35.81,60.67,3.53
ZNF326,35.81,60.67,3.53
BARHL2,35.81,60.67,3.53
ZNF644,35.81,60.86,3.33
HFM1,35.81,60.86,3.33
CDC7,35.81,60.86,3.33
HSP90B3P,35.81,60.86,3.33
TGFBR3,36.01,60.47,3.53
BRDT,36.01,60.47,3.53
EPHX4,36.01,60.47,3.53
BTBD8,36.01,60.47,3.53
KIAA1107,36.01,60.67,3.33
C1orf146,36.01,60.67,3.33
GLMN,36.01,60.67,3.33
RPAP2,36.01,60.67,3.33
GFI1,36.01,60.67,3.33
EVI5,36.01,60.67,3.33
RPL5,36.01,60.67,3.33
FAM69A,36.01,60.67,3.33
SNORA66,36.01,60.67,3.33
SNORD21,36.01,60.67,3.33
MTF2,36.01,60.67,3.33
TMED5,36.01,60.67,3.33
CCDC18,36.01,60.67,3.33
LOC100131564,36.01,60.67,3.33
DR1,36.01,60.67,3.33
FNBP1L,36.01,60.47,3.53
BCAR3,36.01,60.47,3.53
LOC100129046,36.01,60.47,3.53
MIR760,36.01,60.47,3.53
hsa-mir-760,36.01,60.47,3.53
DNTTIP2,36.01,60.47,3.53
GCLM,36.01,60.47,3.53
ABCA4,36.01,60.47,3.53
ARHGAP29,36.01,60.67,3.33
ABCD3,36.01,60.67,3.33
F3,35.82,60.86,3.33
SLC44A3,35.81,60.86,3.33
CNN3,35.81,60.86,3.33
LOC729970,35.81,60.86,3.33
ALG14,35.81,60.86,3.33
TMEM56,35.81,60.86,3.33
TMEM56-RWDD3,35.81,60.86,3.33
RWDD3,35.81,60.86,3.33
FLJ31662,35.81,60.86,3.33
PTBP2,36.01,60.67,3.33
DPYD,36.01,60.47,3.52
MIR137HG,36.01,60.67,3.33
MIR137,36.01,60.67,3.33
MIR2682,36.01,60.67,3.33
hsa-mir-137,36.01,60.67,3.33
LOC729987,36.01,60.67,3.33
SNX7,36.01,60.67,3.33
LPPR5,36.01,60.67,3.33
LOC100129620,36.01,60.67,3.33
LPPR4,36.01,60.67,3.33
PALMD,36.01,60.67,3.33
MIR548AA1,36.01,60.67,3.33
MIR548D1,36.01,60.67,3.33
FRRS1,36.01,60.67,3.33
AGL,36.01,60.67,3.33
SLC35A3,36.01,60.67,3.33
HIAT1,36.01,60.67,3.33
SASS6,36.01,60.67,3.33
CCDC76,36.01,60.67,3.33
LRRC39,36.01,60.67,3.33
DBT,36.01,60.67,3.33
RTCD1,36.01,60.67,3.33
MIR553,36.01,60.67,3.33
hsa-mir-553,36.01,60.67,3.33
CDC14A,36.01,60.67,3.33
GPR88,36.01,60.67,3.33
LOC100128787,36.01,60.67,3.33
VCAM1,36.01,60.67,3.33
EXTL2,36.01,60.67,3.33
SLC30A7,36.01,60.67,3.33
DPH5,36.01,60.67,3.33
S1PR1,35.82,60.86,3.33
OLFM3,35.82,60.86,3.33
DNAJA1P5,35.82,60.86,3.33
COL11A1,35.82,60.86,3.33
RNPC3,35.82,60.86,3.33
AMY2B,35.82,60.86,3.33
LOC648740,35.82,60.86,3.33
AMY2A,35.82,60.86,3.33
AMY1A,35.82,60.86,3.33
AMY1B,35.82,60.86,3.33
AMY1C,35.82,60.86,3.33
LOC100129138,35.82,60.86,3.33
PRMT6,35.82,60.86,3.33
NTNG1,35.82,60.86,3.33
VAV3,35.82,60.86,3.33
SLC25A24,35.82,60.86,3.33
NBPF4,35.82,60.86,3.33
NBPF6,35.82,60.86,3.33
FAM102B,35.82,60.86,3.33
HENMT1,35.82,60.86,3.33
PRPF38B,35.82,60.86,3.33
FNDC7,35.82,60.86,3.33
STXBP3,35.82,60.86,3.33
AKNAD1,35.82,60.86,3.33
SRG7,35.82,60.86,3.33
GPSM2,35.82,60.86,3.33
CLCC1,35.82,60.86,3.33
WDR47,35.82,60.67,3.53
TAF13,35.82,60.67,3.53
TMEM167B,35.82,60.67,3.53
SCARNA2,35.82,60.67,3.53
C1orf194,35.82,60.67,3.53
KIAA1324,35.82,60.47,3.72
SARS,35.82,60.47,3.72
CELSR2,35.82,60.47,3.72
PSRC1,35.82,60.47,3.72
MYBPHL,35.82,60.47,3.72
SORT1,35.82,60.47,3.72
PSMA5,35.82,60.47,3.72
SYPL2,35.82,60.47,3.72
ATXN7L2,35.82,60.47,3.72
CYB561D1,35.82,60.47,3.72
AMIGO1,35.82,60.47,3.72
GPR61,35.82,60.47,3.72
GNAI3,35.82,60.47,3.72
MIR197,35.82,60.47,3.72
hsa-mir-197,35.82,60.47,3.72
GNAT2,35.82,60.47,3.72
AMPD2,35.82,60.47,3.72
GSTM4,35.82,60.47,3.72
GSTM2,35.82,60.47,3.72
GSTM1,35.82,60.47,3.72
GSTM5,35.82,60.47,3.72
GSTM3,35.82,60.47,3.72
EPS8L3,35.82,60.47,3.72
CSF1,35.82,60.67,3.52
AHCYL1,35.82,60.47,3.72
FAM40A,35.82,60.67,3.52
ALX3,35.82,60.67,3.52
UBL4B,35.82,60.67,3.52
SLC6A17,35.82,60.67,3.52
KCNC4,35.82,60.67,3.52
LOC440600,35.82,60.67,3.52
RBM15,35.82,60.67,3.52
SLC16A4,35.82,60.67,3.52
HBXIP,35.82,60.67,3.52
PROK1,35.82,60.67,3.52
CYMP,35.82,60.67,3.52
KCNA10,35.82,60.67,3.52
KCNA2,35.82,60.67,3.52
KCNA3,35.82,60.67,3.52
CD53,35.82,60.67,3.52
LRIF1,35.82,60.67,3.52
DRAM2,35.82,60.67,3.52
CEPT1,35.82,60.67,3.52
DENND2D,35.82,60.67,3.52
CHI3L2,35.82,60.67,3.52
RP11-165H20.1,35.82,60.67,3.52
CHIA,35.82,60.67,3.52
C1orf88,35.82,60.67,3.52
PGCP1,35.82,60.67,3.52
OVGP1,35.82,60.67,3.52
WDR77,35.82,60.67,3.52
ATP5F1,35.82,60.67,3.52
C1orf162,35.82,60.86,3.33
ADORA3,35.82,60.86,3.33
LOC100129269,35.82,60.86,3.33
RAP1A,35.82,60.86,3.33
FAM212B,35.82,60.86,3.33
LOC100506343,35.82,60.86,3.33
DDX20,35.82,60.86,3.33
KCND3,35.82,60.86,3.33
CTTNBP2NL,35.82,60.86,3.33
MIR4256,35.82,60.86,3.33
WNT2B,35.82,60.86,3.33
hsa-mir-4256,35.82,60.86,3.33
ST7L,35.82,60.86,3.33
CAPZA1,35.82,60.86,3.33
MOV10,35.82,60.86,3.33
RHOC,35.82,60.86,3.33
PPM1J,35.82,60.86,3.33
FAM19A3,35.82,60.86,3.33
SLC16A1,35.82,60.86,3.33
AKR7A2P1,35.82,60.86,3.33
LRIG2,35.82,60.86,3.33
LOC643441,35.82,60.86,3.33
MAGI3,35.82,60.86,3.33
PHTF1,35.82,60.86,3.33
RSBN1,35.82,60.86,3.33
PTPN22,35.82,60.86,3.33
LOC100287722,35.82,60.86,3.33
BCL2L15,35.82,60.86,3.33
AP4B1,35.82,60.86,3.33
DCLRE1B,35.82,60.86,3.33
HIPK1,35.82,60.86,3.33
OLFML3,35.82,60.86,3.33
SYT6,35.82,60.86,3.33
TRIM33,35.62,61.06,3.33
BCAS2,35.62,61.25,3.13
DENND2C,35.62,61.25,3.13
AMPD1,35.62,61.25,3.13
NRAS,35.62,61.25,3.13
CSDE1,35.62,61.25,3.13
SIKE1,35.62,61.25,3.13
SYCP1,35.62,61.25,3.13
TSHB,35.62,61.25,3.13
TSPAN2,35.62,61.25,3.13
NGF,35.43,61.45,3.13
VANGL1,35.43,61.45,3.13
CASQ2,35.43,61.45,3.13
NHLH2,35.43,61.45,3.13
SLC22A15,35.43,61.45,3.13
MAB21L3,35.43,61.45,3.13
ATP1A1,35.22,61.64,3.13
ATP1A1OS,35.22,61.64,3.13
CD58,35.22,61.45,3.33
IGSF3,35.22,61.45,3.33
MIR320B1,35.22,61.45,3.33
hsa-mir-320b-1,35.22,61.45,3.33
CD2,35.22,61.45,3.33
PTGFRN,35.22,61.45,3.33
CD101,35.22,61.45,3.33
TTF2,35.22,61.45,3.33
MIR942,35.22,61.45,3.33
hsa-mir-942,35.22,61.45,3.33
TRIM45,35.22,61.45,3.33
VTCN1,35.22,61.45,3.33
MAN1A2,35.22,61.45,3.33
FAM46C,35.22,61.45,3.33
GDAP2,35.23,61.45,3.33
WDR3,35.23,61.45,3.33
SPAG17,35.23,61.45,3.33
TBX15,35.23,61.45,3.33
WARS2,35.23,61.45,3.33
HAO2,35.23,61.45,3.33
HSD3B2,35.23,61.45,3.33
HSD3B1,35.23,61.45,3.33
HSD3BP4,35.23,61.45,3.33
LOC644242,35.23,61.45,3.33
ZNF697,35.42,61.25,3.33
PHGDH,35.42,61.25,3.33
HMGCS2,35.42,61.25,3.33
REG4,35.42,61.25,3.33
NBPF7,35.23,61.45,3.33
ADAM30,35.23,61.45,3.33
NOTCH2,35.03,60.27,4.7
ACP6,18.0,76.71,5.29
ANKRD34A,18.0,76.71,5.29
ANKRD35,18.0,76.71,5.29
BCL9,18.0,76.71,5.29
BOLA1,18.0,76.71,5.29
CD160,18.0,76.71,5.29
CHD1L,18.0,76.71,5.29
EMBP1,18.0,76.71,5.29
FAM72B,18.0,76.71,5.29
FAM72D,18.0,76.71,5.29
FAM91A2,18.0,76.71,5.29
FCGR1A,18.0,76.71,5.29
FCGR1B,18.0,76.71,5.29
FCGR1C,18.0,76.71,5.29
FLJ39739,18.0,76.71,5.29
FMO5,18.0,76.71,5.29
GJA5,18.0,76.71,5.29
GJA8,18.0,76.71,5.29
GNRHR2,18.0,76.71,5.29
GPR89A,18.0,76.71,5.29
GPR89B,18.0,76.71,5.29
GPR89C,18.0,76.71,5.29
HFE2,18.0,76.71,5.29
HIST2H2AA3,18.0,76.71,5.29
HIST2H2AA4,18.0,76.71,5.29
HIST2H2AB,18.0,76.71,5.29
HIST2H2AC,18.0,76.71,5.29
HIST2H2BA,18.0,76.71,5.29
HIST2H2BC,18.0,76.71,5.29
HIST2H2BE,18.0,76.71,5.29
HIST2H2BF,18.0,76.71,5.29
HIST2H3A,18.0,76.71,5.29
HIST2H3C,18.0,76.71,5.29
HIST2H3D,18.0,76.71,5.29
HIST2H4A,18.0,76.71,5.29
HIST2H4B,18.0,76.71,5.29
ITGA10,18.0,76.71,5.29
LIX1L,18.0,76.71,5.29
LOC100130000,18.0,76.71,5.29
LOC100286793,18.0,76.71,5.29
LOC100289211,18.0,76.71,5.29
LOC375010,18.0,76.71,5.29
LOC388692,18.0,76.71,5.29
LOC645166,18.0,76.71,5.29
LOC653513,18.0,76.71,5.29
LOC728855,18.0,76.71,5.29
LOC728875,18.0,76.71,5.29
LOC728989,18.0,76.71,5.29
NBPF10,18.0,76.71,5.29
NBPF11,18.0,76.71,5.29
NBPF14,18.0,76.71,5.29
NBPF15,18.0,76.71,5.29
NBPF16,18.0,76.71,5.29
NBPF24,18.0,76.71,5.29
NBPF9,18.0,76.71,5.29
NOTCH2NL,18.0,76.71,5.29
NUDT17,18.0,76.71,5.29
PDE4DIP,18.0,76.71,5.29
PDIA3P,18.0,76.71,5.29
PDZK1P1,18.0,76.71,5.29
PDZK1,18.0,76.71,5.29
PEX11B,18.0,76.71,5.29
PFN1P2,18.0,76.71,5.29
PIAS3,18.0,76.71,5.29
POLR3C,18.0,76.71,5.29
POLR3GL,18.0,76.71,5.29
PPIAL4A,18.0,76.71,5.29
PPIAL4B,18.0,76.71,5.29
PPIAL4C,18.0,76.71,5.29
PPIAL4D,18.0,76.71,5.29
PPIAL4E,18.0,76.71,5.29
PPIAL4F,18.0,76.71,5.29
PPIAL4G,18.0,76.71,5.29
PRKAB2,18.0,76.71,5.29
RBM8A,18.0,76.71,5.29
RNF115,18.0,76.71,5.29
SEC22B,18.0,76.71,5.29
SRGAP2P2,18.0,76.71,5.29
SV2A,18.0,76.32,5.68
TXNIP,18.0,76.71,5.29
hsa-mir-3118-1,18.0,76.71,5.29
hsa-mir-3118-2,18.0,76.71,5.29
hsa-mir-3118-3,18.0,76.71,5.29
SF3B4,1.96,91.39,6.66
MTMR11,1.96,91.39,6.66
OTUD7B,1.96,91.39,6.66
VPS45,1.96,91.19,6.85
PLEKHO1,1.96,91.19,6.85
ANP32E,1.96,91.19,6.85
APH1A,1.96,91.19,6.85
CA14,1.96,91.19,6.85
C1orf54,1.96,91.19,6.85
C1orf51,1.96,91.19,6.85
MRPS21,1.96,91.19,6.85
PRPF3,1.96,91.19,6.85
RPRD2,1.96,91.0,7.05
TARS2,1.96,91.0,7.05
ECM1,1.96,91.0,7.05
ADAMTSL4,1.96,91.0,7.05
MIR4257,1.96,91.0,7.05
hsa-mir-4257,1.96,91.0,7.05
MCL1,1.96,91.0,7.05
ENSA,1.96,91.0,7.05
GOLPH3L,1.96,91.0,7.05
HORMAD1,1.96,91.19,6.85
CTSS,1.96,91.19,6.85
CTSK,1.96,91.19,6.85
ARNT,1.96,91.19,6.85
SETDB1,1.96,91.19,6.85
CERS2,1.96,91.19,6.85
ANXA9,1.96,91.19,6.85
FAM63A,1.96,91.19,6.85
PRUNE,1.96,91.19,6.85
BNIPL,1.96,91.19,6.85
C1orf56,1.96,91.19,6.85
CDC42SE1,1.96,91.19,6.85
MLLT11,1.96,91.19,6.85
GABPB2,1.96,91.19,6.85
SEMA6C,1.96,91.19,6.85
TNFAIP8L2-SCNM1,1.96,91.19,6.85
TNFAIP8L2,1.96,91.19,6.85
LYSMD1,1.96,91.19,6.85
SCNM1,1.96,91.19,6.85
TMOD4,1.96,91.19,6.85
VPS72,1.96,91.19,6.85
PIP5K1A,1.96,91.0,7.04
PSMD4,1.96,91.0,7.04
ZNF687,1.96,91.0,7.04
PI4KB,1.96,91.0,7.04
RFX5,1.96,91.0,7.04
SELENBP1,1.96,91.0,7.04
PSMB4,1.96,91.0,7.04
POGZ,1.96,91.0,7.04
CGN,1.96,91.19,6.85
MIR554,1.96,91.19,6.85
TUFT1,1.96,91.19,6.85
hsa-mir-554,1.96,91.19,6.85
SNX27,1.96,91.19,6.85
CELF3,1.96,91.19,6.85
RIIAD1,1.96,91.19,6.85
MRPL9,1.96,91.19,6.85
OAZ3,1.96,91.19,6.85
TDRKH,1.96,91.19,6.85
LINGO4,1.96,91.19,6.85
RORC,1.96,91.19,6.85
C2CD4D,1.96,91.19,6.85
LOC100132111,1.96,91.19,6.85
THEM5,1.96,91.19,6.85
THEM4,1.96,91.19,6.85
S100A10,1.96,91.19,6.85
S100A11,1.96,91.19,6.85
TCHHL1,1.96,91.19,6.85
TCHH,1.96,91.19,6.85
RPTN,1.96,91.19,6.85
HRNR,1.96,91.19,6.85
FLG,1.96,91.19,6.85
FLG2,1.96,91.19,6.85
CRNN,1.96,91.19,6.85
LCE5A,1.96,91.19,6.85
CRCT1,1.96,91.19,6.85
LCE3E,1.96,91.19,6.85
LCE3D,1.96,91.19,6.85
LCE3C,1.96,91.19,6.85
LCE3B,1.96,91.19,6.85
LCE3A,1.96,91.19,6.85
LCE2D,1.96,91.19,6.85
LCE2C,1.96,91.19,6.85
LCE2B,1.96,91.19,6.85
LCE2A,1.96,91.19,6.85
LCE4A,1.96,91.19,6.85
C1orf68,1.96,91.19,6.85
KPRP,1.96,91.19,6.85
LCE1F,1.96,91.19,6.85
LCE1E,1.96,91.19,6.85
LCE1D,1.96,91.19,6.85
LCE1C,1.96,91.19,6.85
LCE1B,1.96,91.19,6.85
LCE1A,1.96,91.19,6.85
LCE6A,1.96,91.19,6.85
SMCP,1.96,91.19,6.85
IVL,1.96,91.19,6.85
SPRR4,1.96,91.19,6.85
SPRR1A,1.96,91.19,6.85
SPRR3,1.96,91.19,6.85
SPRR1B,1.96,91.19,6.85
SPRR2D,1.96,91.19,6.85
SPRR2A,1.96,91.19,6.85
SPRR2B,1.96,91.19,6.85
SPRR2E,1.96,91.19,6.85
SPRR2F,1.96,91.19,6.85
SPRR2C,1.96,91.19,6.85
SPRR2G,1.96,91.19,6.85
LELP1,1.96,91.19,6.85
PRR9,1.96,91.19,6.85
LOR,1.96,91.19,6.85
PGLYRP3,1.96,91.19,6.85
PGLYRP4,1.96,91.19,6.85
S100A9,1.96,91.19,6.85
S100A12,1.96,91.19,6.85
S100A8,1.96,91.19,6.85
S100A7A,1.96,91.19,6.85
S100A7L2,1.96,91.19,6.85
S100A7,1.96,91.19,6.85
S100A6,1.96,91.19,6.85
S100A4,1.96,91.19,6.85
S100A5,1.96,91.19,6.85
S100A3,1.96,91.19,6.85
S100A2,1.96,91.19,6.85
S100A14,1.96,91.19,6.85
S100A16,1.96,91.19,6.85
S100A13,1.96,91.19,6.85
CHTOP,1.96,91.19,6.85
S100A1,1.96,91.19,6.85
ILF2,1.96,91.19,6.85
SNAPIN,1.96,91.19,6.85
NPR1,1.96,91.19,6.85
INTS3,1.96,91.19,6.85
SLC27A3,1.96,91.19,6.85
GATAD2B,1.96,91.19,6.85
DENND4B,1.96,91.19,6.85
CRTC2,1.96,91.19,6.85
SLC39A1,1.96,91.19,6.85
CREB3L4,1.96,91.19,6.85
JTB,1.96,91.19,6.85
RAB13,1.96,91.19,6.85
NUP210L,1.96,91.19,6.85
RPS27,1.96,91.19,6.85
TPM3,1.96,91.19,6.85
C1orf189,1.96,91.19,6.85
MIR190B,1.96,91.19,6.85
hsa-mir-190b,1.96,91.19,6.85
C1orf43,1.96,91.19,6.85
UBAP2L,1.96,91.0,7.04
HAX1,1.96,91.0,7.04
AQP10,1.96,91.0,7.04
ATP8B2,1.96,91.0,7.04
IL6R,1.96,91.0,7.04
SHE,1.96,91.0,7.04
TDRD10,1.96,91.0,7.04
UBE2Q1,1.96,91.0,7.04
CHRNB2,1.96,91.0,7.04
ADAR,1.96,91.0,7.04
KCNN3,1.96,90.8,7.24
PMVK,1.96,90.8,7.24
PBXIP1,1.96,90.8,7.24
PYGO2,1.96,90.8,7.24
SHC1,1.96,90.8,7.24
CKS1B,1.96,90.8,7.24
FLAD1,1.96,90.8,7.24
MIR4258,1.96,90.8,7.24
hsa-mir-4258,1.96,90.8,7.24
LENEP,1.96,90.8,7.24
ZBTB7B,1.96,90.8,7.24
DCST2,1.96,90.8,7.24
DCST1,1.96,90.8,7.24
ADAM15,1.96,90.8,7.24
LOC100505666,1.96,90.8,7.24
EFNA4,1.96,90.8,7.24
EFNA3,1.96,90.8,7.24
EFNA1,1.96,90.8,7.24
DPM3,1.96,90.8,7.24
SLC50A1,1.96,90.8,7.24
KRTCAP2,1.96,90.8,7.24
TRIM46,1.96,90.8,7.24
MIR92B,1.96,90.8,7.24
MUC1,1.96,90.8,7.24
THBS3,1.96,90.8,7.24
hsa-mir-92b,1.96,90.8,7.24
GBAP1,1.96,90.8,7.24
